year,year_month,patch,seedling,group,grouped,id2017,id2017_conf,dist_nedge,treat_det,root_sub_det,treat_simp,root_sub_simp,surface_waterdepth,total_height,green_height,subsurf_to_tip,green_nodes1,green_nodes2,tip_nodes,health_orig,health,vigor,vigor_all,accounted_for,present,newly_dead,dead,notes,notes2
2019,2019-Mar,Transition,PRDT04_01A,PRDT04_01,1,27,High,3.1,S,,SPMA,,,29,,25,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT04_02B,PRDT04_02,1,30,High,7.7,NS,,Other,,,31,15.5,27,37,,,g,Green,1,1,1,1,0,0,1 lwr wdb,
2014,2014-Mar,Transition,PRDT04_02B,PRDT04_02,1,30,High,7.7,NS,,Other,,,,10,28.5,36,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT04_02B,PRDT04_02,1,30,High,7.7,NS,,Other,,,31.5,7,28,28,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT04_02B,PRDT04_02,1,30,High,7.7,NS,,Other,,,30,,25.5,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT04_02B,PRDT04_02,1,30,High,7.7,NS,,Other,,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT04_02B,PRDT04_02,1,30,High,7.7,NS,,Other,,,27.5,,21.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT04_02A,PRDT04_02,1,29,High,7.7,S,,SPMA,,,30,17.5,27.5,30,,,g,Green,1,1,1,1,0,0,2 lwr wdb,
2014,2014-Mar,Transition,PRDT04_02A,PRDT04_02,1,29,High,7.7,S,,SPMA,,,,8,28.5,31,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT04_02A,PRDT04_02,1,29,High,7.7,S,,SPMA,,,31,4,26,22,,,g,Green,1,1,1,1,0,0,g/b; trampled,RC
2017,2017-Mar,Transition,PRDT04_02A,PRDT04_02,1,29,High,7.7,S,,SPMA,,,31,,28,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT04_02A,PRDT04_02,1,29,High,7.7,S,,SPMA,,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT04_02A,PRDT04_02,1,29,High,7.7,S,,SPMA,,,27.5,,27.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT04_03B,PRDT04_03,1,32,High,15.5,NS,OROB/MUNA,Other,Cushion spp,,34.5,21,32.5,41,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Transition,PRDT04_03B,PRDT04_03,1,32,High,15.5,NS,OROB/MUNA,Other,Cushion spp,,,7,34,42,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT04_03B,PRDT04_03,1,32,High,15.5,NS,OROB/MUNA,Other,Cushion spp,,36,3.5,33.5,32,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT04_03B,PRDT04_03,1,32,High,15.5,NS,OROB/MUNA,Other,Cushion spp,,37,,34,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT04_03B,PRDT04_03,1,32,High,15.5,NS,OROB/MUNA,Other,Cushion spp,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT04_03B,PRDT04_03,1,32,High,15.5,NS,OROB/MUNA,Other,Cushion spp,,25.5,,33.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT04_03A,PRDT04_03,1,31,High,15.2,S,SPMA,SPMA,Sphagnum,,36.5,14,33,32,,,g,Green,1,1,1,1,0,0,4 lwr wdb,
2014,2014-Mar,Transition,PRDT04_03A,PRDT04_03,1,31,High,15.2,S,SPMA,SPMA,Sphagnum,,,3,34.5,36,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT04_03A,PRDT04_03,1,31,High,15.2,S,SPMA,SPMA,Sphagnum,,37.5,4,33.5,22,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Transition,PRDT04_03A,PRDT04_03,1,31,High,15.2,S,SPMA,SPMA,Sphagnum,,36,,32.5,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Transition,PRDT04_03A,PRDT04_03,1,31,High,15.2,S,SPMA,SPMA,Sphagnum,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT04_03A,PRDT04_03,1,31,High,15.2,S,SPMA,SPMA,Sphagnum,,34.5,,31,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT04_04B,PRDT04_04,1,34,High,26.7,NS,OROB/MUNA,Other,Cushion spp,,24,9.5,23,28,,,g,Green,1,1,1,1,0,0,some roots exposed while planing,
2014,2014-Mar,Transition,PRDT04_04B,PRDT04_04,1,34,High,26.7,NS,OROB/MUNA,Other,Cushion spp,,,4,24,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT04_04B,PRDT04_04,1,34,High,26.7,NS,OROB/MUNA,Other,Cushion spp,,23.5,1.5,24,18,,,yg,Yellow-green,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Transition,PRDT04_04B,PRDT04_04,1,34,High,26.7,NS,OROB/MUNA,Other,Cushion spp,,25,,24,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT04_04B,PRDT04_04,1,34,High,26.7,NS,OROB/MUNA,Other,Cushion spp,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT04_04B,PRDT04_04,1,34,High,26.7,NS,OROB/MUNA,Other,Cushion spp,,24,,24,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT04_04A,PRDT04_04,1,33,High,26.8,S,SPMA,SPMA,Sphagnum,,23.5,8.5,20.5,27,14,,g,Green,1,1,1,1,0,0,weird lwr branch; wd ub,
2014,2014-Mar,Transition,PRDT04_04A,PRDT04_04,1,33,High,26.8,S,SPMA,SPMA,Sphagnum,,,6.5,20,21,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT04_04A,PRDT04_04,1,33,High,26.8,S,SPMA,SPMA,Sphagnum,,23,4,19.5,19,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT04_04A,PRDT04_04,1,33,High,26.8,S,SPMA,SPMA,Sphagnum,,23,,19,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT04_04A,PRDT04_04,1,33,High,26.8,S,SPMA,SPMA,Sphagnum,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT04_04A,PRDT04_04,1,33,High,26.8,S,SPMA,SPMA,Sphagnum,,21.5,,20,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT04_05B,PRDT04_05,1,36,High,35.2,0,sapric peat,Other,Sapric peat,,27,10.5,24,33,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Transition,PRDT04_05B,PRDT04_05,1,36,High,35.2,0,sapric peat,Other,Sapric peat,,,9,25.5,36,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT04_05B,PRDT04_05,1,36,High,35.2,0,sapric peat,Other,Sapric peat,,27,7,24,29,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT04_05B,PRDT04_05,1,36,High,35.2,0,sapric peat,Other,Sapric peat,,27.5,,21.5,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT04_05B,PRDT04_05,1,36,High,35.2,0,sapric peat,Other,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT04_05B,PRDT04_05,1,36,High,35.2,0,sapric peat,Other,Sapric peat,,28,,22.5,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT04_05A,PRDT04_05,1,35,High,35.1,S ,SP,SPMA,Sapric peat,,28.5,14,26.5,33,,,g,Green,1,1,1,1,0,0,pdr,
2014,2014-Mar,Transition,PRDT04_05A,PRDT04_05,1,35,High,35.1,S ,SP,SPMA,Sapric peat,,,8,26.5,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT04_05A,PRDT04_05,1,35,High,35.1,S ,SP,SPMA,Sapric peat,,28.5,5.5,23,24,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT04_05A,PRDT04_05,1,35,High,35.1,S ,SP,SPMA,Sapric peat,,28,,24,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT04_05A,PRDT04_05,1,35,High,35.1,S ,SP,SPMA,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT04_05A,PRDT04_05,1,35,High,35.1,S ,SP,SPMA,Sapric peat,,28,,19.5,,,,B/Y,Brown-yellow,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT05_01B,PRDT05_01,1,47,High,1.3,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,29,11,27,24,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Transition,PRDT05_01B,PRDT05_01,1,47,High,1.3,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,,7.5,28,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT05_01B,PRDT05_01,1,47,High,1.3,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,31,2.5,29,8,,,b/g,Brown-green,3,3,1,1,0,0,b/g,RC
2017,2017-Mar,Transition,PRDT05_01B,PRDT05_01,1,47,High,1.3,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,31,,26,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Transition,PRDT05_01B,PRDT05_01,1,47,High,1.3,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT05_01B,PRDT05_01,1,47,High,1.3,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,30.5,,25.5,,,,Y/B,Yellow-brown,2,2,1,1,0,0,,
2013,2013-Mar,Transition,PRDT05_01A,PRDT05_01,1,46,High,1.1,S,"DS, SP",SPMA,Dead Sphagnum,,31.5,9.5,25.5,29,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Transition,PRDT05_01A,PRDT05_01,1,46,High,1.1,S,"DS, SP",SPMA,Dead Sphagnum,,,5.5,26.5,21,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT05_01A,PRDT05_01,1,46,High,1.1,S,"DS, SP",SPMA,Dead Sphagnum,,31,3,24,17,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT05_01A,PRDT05_01,1,46,High,1.1,S,"DS, SP",SPMA,Dead Sphagnum,,31,,23,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT05_01A,PRDT05_01,1,46,High,1.1,S,"DS, SP",SPMA,Dead Sphagnum,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT05_01A,PRDT05_01,1,46,High,1.1,S,"DS, SP",SPMA,Dead Sphagnum,,29,,21,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT05_02B,PRDT05_02,1,49,High,13.5,OROB W/ MYNU,sapric peat,Other,Sapric peat,,21,9,17.5,26,17,,g,Green,1,1,1,1,0,0,2nd leader and 2 wd lwr branches,
2014,2014-Mar,Transition,PRDT05_02B,PRDT05_02,1,49,High,13.5,OROB W/ MYNU,sapric peat,Other,Sapric peat,,,5,19,26,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT05_02B,PRDT05_02,1,49,High,13.5,OROB W/ MYNU,sapric peat,Other,Sapric peat,,20.5,1.5,19,16,,,y,Yellow,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Transition,PRDT05_02B,PRDT05_02,1,49,High,13.5,OROB W/ MYNU,sapric peat,Other,Sapric peat,,18,,18,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT05_02B,PRDT05_02,1,49,High,13.5,OROB W/ MYNU,sapric peat,Other,Sapric peat,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT05_02B,PRDT05_02,1,49,High,13.5,OROB W/ MYNU,sapric peat,Other,Sapric peat,,21,,18.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT05_02A,PRDT05_02,1,48,High,13,S,"SP, sapric peat",SPMA,Sapric peat,,20.5,7,17,29,,,g,Green,1,1,1,1,0,0,3 wd lwr branches,
2014,2014-Mar,Transition,PRDT05_02A,PRDT05_02,1,48,High,13,S,"SP, sapric peat",SPMA,Sapric peat,,,5,17,25,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT05_02A,PRDT05_02,1,48,High,13,S,"SP, sapric peat",SPMA,Sapric peat,,20.5,1.5,11.5,19,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT05_02A,PRDT05_02,1,48,High,13,S,"SP, sapric peat",SPMA,Sapric peat,,18,,11,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT05_02A,PRDT05_02,1,48,High,13,S,"SP, sapric peat",SPMA,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT05_02A,PRDT05_02,1,48,High,13,S,"SP, sapric peat",SPMA,Sapric peat,,13.5,,7.5,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT05_03,PRDT05_03,0,50,High,18.2,OROB,sapric peat,Other,Sapric peat,,20,4,15,20,9,,g,Green,1,1,1,1,0,0,2 sm. Leaders,
2014,2014-Mar,Transition,PRDT05_03,PRDT05_03,0,50,High,18.2,OROB,sapric peat,Other,Sapric peat,,,3.5,16,20,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT05_03,PRDT05_03,0,50,High,18.2,OROB,sapric peat,Other,Sapric peat,,19.5,3.5,16,19,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT05_03,PRDT05_03,0,50,High,18.2,OROB,sapric peat,Other,Sapric peat,,20,,16,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT05_03,PRDT05_03,0,50,High,18.2,OROB,sapric peat,Other,Sapric peat,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Transition,PRDT05_03,PRDT05_03,0,50,High,18.2,OROB,sapric peat,Other,Sapric peat,,15.5,,15.5,,,,G,Green,1,1,1,1,0,0,shaded (?),
2013,2013-Mar,Transition,PRDT05_04,PRDT05_04,0,51,High,22.4,OROB,sapric peat,Other,Sapric peat,,30.5,8.5,23,28,,,g,Green,1,1,1,1,0,0,roots somewhat exposed,
2014,2014-Mar,Transition,PRDT05_04,PRDT05_04,0,51,High,22.4,OROB,sapric peat,Other,Sapric peat,,,6,24,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT05_04,PRDT05_04,0,51,High,22.4,OROB,sapric peat,Other,Sapric peat,,29.5,3,24,19,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT05_04,PRDT05_04,0,51,High,22.4,OROB,sapric peat,Other,Sapric peat,,26,,22.5,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT05_04,PRDT05_04,0,51,High,22.4,OROB,sapric peat,Other,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT05_04,PRDT05_04,0,51,High,22.4,OROB,sapric peat,Other,Sapric peat,,30,,21,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT05_05,PRDT05_05,0,52,High,27.5,MUNA,sapric peat,Other,Sapric peat,,21.5,4.5,18.5,24,,,g,Green,1,1,1,1,0,0,lots branching at top,
2014,2014-Mar,Transition,PRDT05_05,PRDT05_05,0,52,High,27.5,MUNA,sapric peat,Other,Sapric peat,,,4,20,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT05_05,PRDT05_05,0,52,High,27.5,MUNA,sapric peat,Other,Sapric peat,,22,2.5,19,17,,,g/b,Green-brown,1,1,1,1,0,0,g/b,RC
2017,2017-Mar,Transition,PRDT05_05,PRDT05_05,0,52,High,27.5,MUNA,sapric peat,Other,Sapric peat,,24,,20,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT05_05,PRDT05_05,0,52,High,27.5,MUNA,sapric peat,Other,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT05_05,PRDT05_05,0,52,High,27.5,MUNA,sapric peat,Other,Sapric peat,,21,,18.5,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT05_06,PRDT05_06,0,53,High,31.5,MDM/MUNA,sapric peat,Other,Sapric peat,,33.5,16,32,38,,,g,Green,1,1,1,1,0,0,3 WD LB,
2014,2014-Mar,Transition,PRDT05_06,PRDT05_06,0,53,High,31.5,MDM/MUNA,sapric peat,Other,Sapric peat,,,8.5,33.5,40,,,,,,,1,1,0,0,found at end of sampling period,
2016,2016-Feb,Transition,PRDT05_06,PRDT05_06,0,53,High,31.5,MDM/MUNA,sapric peat,Other,Sapric peat,,34,7,33.5,35,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT05_06,PRDT05_06,0,53,High,31.5,MDM/MUNA,sapric peat,Other,Sapric peat,,35,,33,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT05_06,PRDT05_06,0,53,High,31.5,MDM/MUNA,sapric peat,Other,Sapric peat,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Transition,PRDT05_06,PRDT05_06,0,53,High,31.5,MDM/MUNA,sapric peat,Other,Sapric peat,,35.5,,33.5,,,,G,Green,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT06_01B,PRDT06_01,1,55,High,3.1,"TEMA W/ MUNA, LEFO",SP,Other,Sapric peat,,25,8.5,23.5,27,,,g,Green,1,1,1,1,0,0,1 wd lwr b; SPMA peat lower than sapric peat,
2014,2014-Mar,Transition,PRDT06_01B,PRDT06_01,1,55,High,3.1,"TEMA W/ MUNA, LEFO",SP,Other,Sapric peat,,,5.5,24,25,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT06_01B,PRDT06_01,1,55,High,3.1,"TEMA W/ MUNA, LEFO",SP,Other,Sapric peat,,25,1.5,22,13,,,b/yg,Brown/yellow-green,3,3,1,1,0,0,b/yg,RC
2017,2017-Mar,Transition,PRDT06_01B,PRDT06_01,1,55,High,3.1,"TEMA W/ MUNA, LEFO",SP,Other,Sapric peat,,25,,21.5,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Transition,PRDT06_01B,PRDT06_01,1,55,High,3.1,"TEMA W/ MUNA, LEFO",SP,Other,Sapric peat,,,,,,,,Dead,Dead,4,4,1,1,1,1,Left at site,
2019,2019-Mar,Transition,PRDT06_01B,PRDT06_01,1,55,High,3.1,"TEMA W/ MUNA, LEFO",SP,Other,Sapric peat,,25,,17.5,,,,,,,4,1,0,,1,still dead,
2013,2013-Mar,Transition,PRDT06_01A,PRDT06_01,1,54,High,2.7,S,"SP, sapric peat",SPMA,Sapric peat,,24.5,11.5,21.5,29,,,g,Green,1,1,1,1,0,0,1 wd lwr b; SPMA peat lower than sapric peat,
2014,2014-Mar,Transition,PRDT06_01A,PRDT06_01,1,54,High,2.7,S,"SP, sapric peat",SPMA,Sapric peat,,,7.5,22.5,27,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT06_01A,PRDT06_01,1,54,High,2.7,S,"SP, sapric peat",SPMA,Sapric peat,,25.5,2.5,22.5,15,,,b/yg,Brown/yellow-green,3,3,1,1,0,0,yg/b,RC
2017,2017-Mar,Transition,PRDT06_01A,PRDT06_01,1,54,High,2.7,S,"SP, sapric peat",SPMA,Sapric peat,,28,,19,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Transition,PRDT06_01A,PRDT06_01,1,54,High,2.7,S,"SP, sapric peat",SPMA,Sapric peat,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT06_01A,PRDT06_01,1,54,High,2.7,S,"SP, sapric peat",SPMA,Sapric peat,,26,,20.5,,,,B/Y,Brown-yellow,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT06_02B,PRDT06_02,1,57,High,10,MUNA/OROB,"SP, sapric peat",Other,Sapric peat,,22,12,21.5,29,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Transition,PRDT06_02B,PRDT06_02,1,57,High,10,MUNA/OROB,"SP, sapric peat",Other,Sapric peat,,,6.5,22.5,30,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT06_02B,PRDT06_02,1,57,High,10,MUNA/OROB,"SP, sapric peat",Other,Sapric peat,,23.5,3,23,27,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT06_02B,PRDT06_02,1,57,High,10,MUNA/OROB,"SP, sapric peat",Other,Sapric peat,,25,,22,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT06_02B,PRDT06_02,1,57,High,10,MUNA/OROB,"SP, sapric peat",Other,Sapric peat,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT06_02B,PRDT06_02,1,57,High,10,MUNA/OROB,"SP, sapric peat",Other,Sapric peat,,22,,21.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT06_02A,PRDT06_02,1,56,High,9.6,S,SP,SPMA,Sapric peat,,24,9.5,20,32,,,g,Green,1,1,1,1,0,0,lots lower branching,
2014,2014-Mar,Transition,PRDT06_02A,PRDT06_02,1,56,High,9.6,S,SP,SPMA,Sapric peat,,,6,20.5,27,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT06_02A,PRDT06_02,1,56,High,9.6,S,SP,SPMA,Sapric peat,,23.5,1,19.5,9,,,b/yg,Brown/yellow-green,3,3,1,1,0,0,b/yg,RC
2017,2017-Mar,Transition,PRDT06_02A,PRDT06_02,1,56,High,9.6,S,SP,SPMA,Sapric peat,,24,,18.5,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Transition,PRDT06_02A,PRDT06_02,1,56,High,9.6,S,SP,SPMA,Sapric peat,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Transition,PRDT06_02A,PRDT06_02,1,56,High,9.6,S,SP,SPMA,Sapric peat,,24,,17,,,,B/Y,Brown-yellow,3,3,1,1,0,0,,
2013,2013-Mar,Transition,PRDT06_03B,PRDT06_03,1,59,High,23,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,20.5,6,20,27,,,g,Green,1,1,1,1,0,0,roots somewhat exposed,
2014,2014-Mar,Transition,PRDT06_03B,PRDT06_03,1,59,High,23,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,,5.5,21,22,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT06_03B,PRDT06_03,1,59,High,23,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,21,9,19,19,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT06_03B,PRDT06_03,1,59,High,23,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,23.5,,19,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT06_03B,PRDT06_03,1,59,High,23,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT06_03B,PRDT06_03,1,59,High,23,MUNA W/ LEFO,sapric peat,Other,Sapric peat,,21.5,,17.5,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT06_03A,PRDT06_03,1,58,High,23.2,S,SP,SPMA,Sapric peat,,22,9.5,19,29,,,g,Green,1,1,1,1,0,0,1 wd lwr branch,
2014,2014-Mar,Transition,PRDT06_03A,PRDT06_03,1,58,High,23.2,S,SP,SPMA,Sapric peat,,,5,20,23,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT06_03A,PRDT06_03,1,58,High,23.2,S,SP,SPMA,Sapric peat,,22.5,2,15.5,19,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Transition,PRDT06_03A,PRDT06_03,1,58,High,23.2,S,SP,SPMA,Sapric peat,,23,,16,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT06_03A,PRDT06_03,1,58,High,23.2,S,SP,SPMA,Sapric peat,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Transition,PRDT06_03A,PRDT06_03,1,58,High,23.2,S,SP,SPMA,Sapric peat,,23.5,,15,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT06_04B,PRDT06_04,1,61,High,30.5,"OROB W/ MUNA, MYNU",sapric peat,Other,Sapric peat,,28.5,11.5,25,29,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Transition,PRDT06_04B,PRDT06_04,1,61,High,30.5,"OROB W/ MUNA, MYNU",sapric peat,Other,Sapric peat,,,8.5,26.5,19,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT06_04B,PRDT06_04,1,61,High,30.5,"OROB W/ MUNA, MYNU",sapric peat,Other,Sapric peat,,28.5,2.5,26,17,,,y,Yellow,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Transition,PRDT06_04B,PRDT06_04,1,61,High,30.5,"OROB W/ MUNA, MYNU",sapric peat,Other,Sapric peat,,28.5,,25.5,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Transition,PRDT06_04B,PRDT06_04,1,61,High,30.5,"OROB W/ MUNA, MYNU",sapric peat,Other,Sapric peat,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Transition,PRDT06_04B,PRDT06_04,1,61,High,30.5,"OROB W/ MUNA, MYNU",sapric peat,Other,Sapric peat,,29,,23,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Transition,PRDT06_04A,PRDT06_04,1,60,High,30.3,S,"SP, sapric peat",SPMA,Sapric peat,,26,14.5,21.5,31,,,g,Green,1,1,1,1,0,0,lots lwr branching,
2014,2014-Mar,Transition,PRDT06_04A,PRDT06_04,1,60,High,30.3,S,"SP, sapric peat",SPMA,Sapric peat,,,7,22.5,32,,,,,,,1,1,0,0,,
2016,2016-Feb,Transition,PRDT06_04A,PRDT06_04,1,60,High,30.3,S,"SP, sapric peat",SPMA,Sapric peat,,25.5,3.5,22.5,25,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
